EID,GPU Duration (µs),Input Vertices Read,Input Primitives,GS Primitives,Rasterizer Invocations,Rasterized Primitives,Samples Passed,VS Invocations,TCS Invocations,TES Invocations,GS Invocations,PS Invocations,CS Invocations
1282,10.24,61344,20448,0,20448,6094,170492,35754,0,0,0,0,0
1283,9.88,900,300,0,300,420,43478,552,0,0,0,0,0
1284,1.84466E+17,90,30,0,30,100,11747944,42,0,0,0,0,0
1285,0.00,24480,8160,0,8160,3245,519837,11166,0,0,0,0,0
1286,0.00,67248,22416,0,22416,12769,15193396,23430,0,0,0,0,0
1287,0.00,417744,139248,0,139248,40296,5646563,145920,0,0,0,0,0
1288,0.00,324,108,0,108,72,0,216,0,0,0,0,0
1289,0.00,1152,384,0,384,736,987741,720,0,0,0,0,0
1290,0.00,98208,32736,0,32736,9321,610028,27000,0,0,0,0,0
1291,0.00,500328,166776,0,166776,43061,779581,136602,0,0,0,0,0
1292,0.00,99072,33024,0,33024,12671,1238525,23208,0,0,0,0,0
1293,0.00,99072,33024,0,33024,13242,1752895,23208,0,0,0,0,0
1294,0.00,99072,33024,0,33024,12809,1235102,23208,0,0,0,0,0
1295,0.00,99072,33024,0,33024,8519,172817,23208,0,0,0,0,0
1296,0.00,99072,33024,0,33024,7870,57110,23208,0,0,0,0,0
1297,0.00,99072,33024,0,33024,12531,656936,23208,0,0,0,0,0
1298,0.00,99072,33024,0,33024,14592,2830055,23208,0,0,0,0,0
1299,0.00,99072,33024,0,33024,12065,653477,23208,0,0,0,0,0
1300,0.00,198720,66240,0,66240,17088,143040,56406,0,0,0,0,0
1301,0.00,87552,29184,0,29184,9959,1446282,20730,0,0,0,0,0
1302,0.00,82944,27648,0,27648,9752,1516421,19668,0,0,0,0,0
1303,0.00,87552,29184,0,29184,11279,1136149,20730,0,0,0,0,0
1304,0.00,87552,29184,0,29184,10039,69058,20730,0,0,0,0,0
1305,0.00,82944,27648,0,27648,10926,1079439,19668,0,0,0,0,0
1306,0.00,87552,29184,0,29184,7643,256293,20730,0,0,0,0,0
1307,0.00,82944,27648,0,27648,7815,140796,19668,0,0,0,0,0
1308,0.00,87552,29184,0,29184,8373,181672,20730,0,0,0,0,0
1309,0.00,82944,27648,0,27648,9907,30060,19668,0,0,0,0,0
1310,0.00,87552,29184,0,29184,7569,6939,20730,0,0,0,0,0
1311,0.00,144,48,0,48,32,4556,96,0,0,0,0,0
1312,0.00,89226,29742,0,29742,4968,25637,21660,0,0,0,0,0
1313,1.73140E+12,144,48,0,48,31,5438,96,0,0,0,0,0
1314,7.68,89226,29742,0,29742,5595,49429,21618,0,0,0,0,0
1315,3.40,144,48,0,48,32,8415,96,0,0,0,0,0
1316,8.00,89226,29742,0,29742,5562,49672,21660,0,0,0,0,0
1317,3.12,144,48,0,48,32,5195,96,0,0,0,0,0
1318,6.08,89226,29742,0,29742,5396,31026,21618,0,0,0,0,0
1319,4.28,8424,2808,0,2808,793,34980,3198,0,0,0,0,0
1320,4.76,39798,13266,0,13266,2889,21067,9462,0,0,0,0,0
1321,4.52,8424,2808,0,2808,776,36519,3198,0,0,0,0,0
1322,5.20,39798,13266,0,13266,2992,22404,9462,0,0,0,0,0
1323,4.56,8424,2808,0,2808,793,35496,3198,0,0,0,0,0
1324,5.48,39798,13266,0,13266,2797,6571,9462,0,0,0,0,0
1325,4.56,7200,2400,0,2400,668,37781,2700,0,0,0,0,0
1326,5.56,39798,13266,0,13266,2854,12746,9462,0,0,0,0,0
1327,3.84,7200,2400,0,2400,577,9709,2700,0,0,0,0,0
1328,4.28,39798,13266,0,13266,2508,8551,9462,0,0,0,0,0
1329,3.84,7200,2400,0,2400,569,9418,2700,0,0,0,0,0
1330,4.32,39798,13266,0,13266,2473,9190,9462,0,0,0,0,0
1331,4.52,7200,2400,0,2400,668,37612,2700,0,0,0,0,0
1332,5.60,39798,13266,0,13266,2848,11169,9462,0,0,0,0,0
1333,9.04,165312,55104,0,55104,14478,79337,39744,0,0,0,0,0
1334,4.44,27378,9126,0,9126,1884,33734,6510,0,0,0,0,0
1335,4.00,24516,8172,0,8172,1863,29598,5796,0,0,0,0,0
1336,4.68,27378,9126,0,9126,1991,30115,6510,0,0,0,0,0
1337,4.60,24516,8172,0,8172,1971,33877,5796,0,0,0,0,0
1338,1.84466E+17,504,168,0,168,416,0,300,0,0,0,0,0
1339,0.00,260712,86904,0,86904,49681,2192665,73980,0,0,0,0,0
1340,0.00,180,60,0,60,168,0,120,0,0,0,0,0
1355,0.00,65520,21840,0,21840,6267,278936,20226,0,0,0,0,0
1356,0.00,8424,2808,0,2808,804,41780,3198,0,0,0,0,0
1357,0.00,39798,13266,0,13266,2819,10375,9462,0,0,0,0,0
1358,0.00,24516,8172,0,8172,1837,88191,5796,0,0,0,0,0
1359,0.00,1944,648,0,648,576,12184464,780,0,0,0,0,0
1360,0.00,5040,1680,0,1680,1309,13206369,3408,0,0,0,0,0
1361,0.00,41976,13992,0,13992,8986,7009406,12678,0,0,0,0,0
1362,0.00,26208,8736,0,8736,4532,1409574,10500,0,0,0,0,0
1363,0.00,52128,17376,0,17376,9703,2935417,19662,0,0,0,0,0
1364,0.00,288,96,0,96,128,9030560,96,0,0,0,0,0
1365,0.00,41976,13992,0,13992,8641,14236450,12678,0,0,0,0,0
1366,0.00,19728,6576,0,6576,2222,273221,7200,0,0,0,0,0
1367,0.00,66240,22080,0,22080,9034,11534933,38808,0,0,0,0,0
1368,0.00,3672,1224,0,1224,928,14440518,1308,0,0,0,0,0
1369,0.00,3672,1224,0,1224,948,3414498,1284,0,0,0,0,0
1370,0.00,2664,888,0,888,801,12937970,852,0,0,0,0,0
1371,0.00,2880,960,0,960,315,24118,792,0,0,0,0,0
1372,0.00,2016,672,0,672,207,0,744,0,0,0,0,0
1373,1.73140E+12,2880,960,0,960,296,20315,792,0,0,0,0,0
1374,3.20,2016,672,0,672,195,0,744,0,0,0,0,0
1375,3.72,2880,960,0,960,310,30931,792,0,0,0,0,0
1376,3.08,2016,672,0,672,203,0,744,0,0,0,0,0
1377,3.72,2880,960,0,960,257,15229,792,0,0,0,0,0
1378,3.00,2016,672,0,672,195,0,744,0,0,0,0,0
1379,3.76,2880,960,0,960,242,7082,792,0,0,0,0,0
1380,3.28,2016,672,0,672,150,1879,744,0,0,0,0,0
1381,3.60,2880,960,0,960,338,40536,792,0,0,0,0,0
1382,3.52,2016,672,0,672,213,5260,744,0,0,0,0,0
1383,3.72,2880,960,0,960,319,37017,792,0,0,0,0,0
1384,3.32,2016,672,0,672,201,6201,744,0,0,0,0,0
1385,3.80,2880,960,0,960,335,43811,792,0,0,0,0,0
1386,3.28,2016,672,0,672,209,5197,744,0,0,0,0,0
1387,3.60,2880,960,0,960,279,20421,792,0,0,0,0,0
1388,3.08,2016,672,0,672,200,735,744,0,0,0,0,0
1389,11.24,7920,2640,0,2640,1596,2144292,5352,0,0,0,0,0
1390,35.60,576,192,0,192,368,739390,336,0,0,0,0,0
1391,20.08,5040,1680,0,1680,1304,3612962,3408,0,0,0,0,0
1392,1.84466E+17,972,324,0,324,368,13602516,396,0,0,0,0,0
1393,0.00,4356,1452,0,1452,684,0,1908,0,0,0,0,0
1394,0.00,432,144,0,144,71,0,288,0,0,0,0,0
1395,0.00,1476,492,0,492,286,0,588,0,0,0,0,0
1396,2.92,432,144,0,144,65,0,288,0,0,0,0,0
1397,4.44,10008,3336,0,3336,1500,132376,4260,0,0,0,0,0
1398,10.76,900,300,0,300,440,320260,552,0,0,0,0,0
1399,10.40,61344,20448,0,20448,6106,169367,35754,0,0,0,0,0
1400,9.80,900,300,0,300,420,42999,552,0,0,0,0,0
1401,1.84466E+17,90,30,0,30,100,11736802,42,0,0,0,0,0
1402,0.00,24480,8160,0,8160,3223,529958,11166,0,0,0,0,0
1403,0.00,67248,22416,0,22416,12794,14575606,23430,0,0,0,0,0
1404,0.00,417744,139248,0,139248,40416,5382438,145920,0,0,0,0,0
1405,0.00,324,108,0,108,72,0,216,0,0,0,0,0
1406,0.00,1152,384,0,384,736,981522,720,0,0,0,0,0
1407,0.00,98208,32736,0,32736,9343,622311,27000,0,0,0,0,0
1408,0.00,500328,166776,0,166776,43045,844797,136602,0,0,0,0,0
1409,0.00,99072,33024,0,33024,8481,172141,23208,0,0,0,0,0
1410,0.00,99072,33024,0,33024,12499,1215660,23208,0,0,0,0,0
1411,0.00,99072,33024,0,33024,13264,1752598,23208,0,0,0,0,0
1412,0.00,99072,33024,0,33024,12809,1255925,23208,0,0,0,0,0
1413,0.00,99072,33024,0,33024,12700,700468,23208,0,0,0,0,0
1414,0.00,99072,33024,0,33024,14607,2837297,23208,0,0,0,0,0
1415,0.00,99072,33024,0,33024,11961,615121,23208,0,0,0,0,0
1416,0.00,99072,33024,0,33024,7887,57904,23208,0,0,0,0,0
1417,0.00,198720,66240,0,66240,17084,143956,56406,0,0,0,0,0
1418,0.00,87552,29184,0,29184,10038,1441572,20730,0,0,0,0,0
1419,0.00,82944,27648,0,27648,10851,1227203,19668,0,0,0,0,0
1420,0.00,87552,29184,0,29184,7893,310617,20730,0,0,0,0,0
1421,0.00,87552,29184,0,29184,7658,4973,20730,0,0,0,0,0
1422,0.00,82944,27648,0,27648,9658,1469857,19668,0,0,0,0,0
1423,0.00,87552,29184,0,29184,11275,1066350,20730,0,0,0,0,0
1424,0.00,82944,27648,0,27648,9562,44915,19668,0,0,0,0,0
1425,0.00,87552,29184,0,29184,8451,164700,20730,0,0,0,0,0
1426,0.00,82944,27648,0,27648,7723,153394,19668,0,0,0,0,0
1427,0.00,87552,29184,0,29184,10307,64428,20730,0,0,0,0,0
1428,0.00,144,48,0,48,32,6124,96,0,0,0,0,0
1429,7.64,89226,29742,0,29742,5685,44211,21660,0,0,0,0,0
1430,3.16,144,48,0,48,28,3456,96,0,0,0,0,0
1431,6.08,89226,29742,0,29742,4895,29920,21618,0,0,0,0,0
1432,3.12,144,48,0,48,32,5213,96,0,0,0,0,0
1433,7.04,89226,29742,0,29742,5148,27169,21660,0,0,0,0,0
1434,3.64,144,48,0,48,32,8481,96,0,0,0,0,0
1435,8.24,89226,29742,0,29742,5619,53633,21618,0,0,0,0,0
1436,4.04,8424,2808,0,2808,681,11515,3198,0,0,0,0,0
1437,4.76,39798,13266,0,13266,2454,8930,9462,0,0,0,0,0
1438,4.32,8424,2808,0,2808,684,11884,3198,0,0,0,0,0
1439,5.04,39798,13266,0,13266,2483,9279,9462,0,0,0,0,0
1440,4.44,8424,2808,0,2808,785,37912,3198,0,0,0,0,0
1441,5.76,39798,13266,0,13266,2844,12897,9462,0,0,0,0,0
1442,4.52,7200,2400,0,2400,673,36991,2700,0,0,0,0,0
1443,5.60,39798,13266,0,13266,2808,7299,9462,0,0,0,0,0
1444,4.12,7200,2400,0,2400,657,31683,2700,0,0,0,0,0
1445,5.08,39798,13266,0,13266,2928,20778,9462,0,0,0,0,0
1446,4.08,7200,2400,0,2400,646,30809,2700,0,0,0,0,0
1447,5.12,39798,13266,0,13266,2951,22067,9462,0,0,0,0,0
1448,4.80,7200,2400,0,2400,674,34966,2700,0,0,0,0,0
1449,5.32,39798,13266,0,13266,2808,549,9462,0,0,0,0,0
1450,9.44,165312,55104,0,55104,14293,57382,39744,0,0,0,0,0
1451,4.52,27378,9126,0,9126,1991,29324,6510,0,0,0,0,0
1452,4.44,24516,8172,0,8172,1968,33600,5796,0,0,0,0,0
1453,4.80,27378,9126,0,9126,1859,34018,6510,0,0,0,0,0
1454,4.40,24516,8172,0,8172,1867,29426,5796,0,0,0,0,0
1455,1.84466E+17,504,168,0,168,416,0,300,0,0,0,0,0
1456,0.00,260712,86904,0,86904,49480,2154130,73980,0,0,0,0,0
1457,0.00,180,60,0,60,168,0,120,0,0,0,0,0
1472,0.00,65520,21840,0,21840,6003,220703,20226,0,0,0,0,0
1473,0.00,8424,2808,0,2808,776,31160,3198,0,0,0,0,0
1474,0.00,39798,13266,0,13266,2751,20671,9462,0,0,0,0,0
1475,1.73140E+12,24516,8172,0,8172,1745,57092,5796,0,0,0,0,0
1476,1.84466E+17,1944,648,0,648,583,13361304,780,0,0,0,0,0
1477,0.00,5040,1680,0,1680,1280,13516725,3408,0,0,0,0,0
1478,0.00,41976,13992,0,13992,8909,6909041,12678,0,0,0,0,0
1479,0.00,26208,8736,0,8736,4226,1142287,10500,0,0,0,0,0
1480,0.00,52128,17376,0,17376,9472,3013344,19662,0,0,0,0,0
1481,0.00,288,96,0,96,132,9427582,96,0,0,0,0,0
1482,0.00,41976,13992,0,13992,8444,14883835,12678,0,0,0,0,0
1483,0.00,19728,6576,0,6576,2843,848874,7200,0,0,0,0,0
1484,0.00,66240,22080,0,22080,9113,10000085,38808,0,0,0,0,0
1485,0.00,3672,1224,0,1224,930,14542695,1308,0,0,0,0,0
1486,0.00,3672,1224,0,1224,960,3563534,1284,0,0,0,0,0
1487,0.00,2664,888,0,888,732,13592286,852,0,0,0,0,0
1488,0.00,2880,960,0,960,304,20310,792,0,0,0,0,0
1489,0.00,2016,672,0,672,205,0,744,0,0,0,0,0
1490,0.00,2880,960,0,960,310,30169,792,0,0,0,0,0
1491,3.24,2016,672,0,672,193,0,744,0,0,0,0,0
1492,3.60,2880,960,0,960,246,15050,792,0,0,0,0,0
1493,3.16,2016,672,0,672,193,0,744,0,0,0,0,0
1494,3.56,2880,960,0,960,188,6222,792,0,0,0,0,0
1495,2.92,2016,672,0,672,96,0,744,0,0,0,0,0
1496,3.56,2880,960,0,960,212,3731,792,0,0,0,0,0
1497,3.28,2016,672,0,672,127,978,744,0,0,0,0,0
1498,3.72,2880,960,0,960,327,36754,792,0,0,0,0,0
1499,3.60,2016,672,0,672,211,6064,744,0,0,0,0,0
1500,4.08,2880,960,0,960,333,43150,792,0,0,0,0,0
1501,3.28,2016,672,0,672,199,5333,744,0,0,0,0,0
1502,3.60,2880,960,0,960,266,20276,792,0,0,0,0,0
1503,2.92,2016,672,0,672,190,714,744,0,0,0,0,0
1504,3.60,2880,960,0,960,226,8184,792,0,0,0,0,0
1505,3.16,2016,672,0,672,188,0,744,0,0,0,0,0
1506,10.36,7920,2640,0,2640,1494,1925138,5352,0,0,0,0,0
1507,35.76,576,192,0,192,328,685069,336,0,0,0,0,0
1508,21.24,5040,1680,0,1680,1284,3877670,3408,0,0,0,0,0
1509,1.84466E+17,972,324,0,324,372,13591934,396,0,0,0,0,0
1510,0.00,4356,1452,0,1452,706,0,1908,0,0,0,0,0
1511,0.00,432,144,0,144,62,0,288,0,0,0,0,0
1512,0.00,1476,492,0,492,281,0,588,0,0,0,0,0
1513,3.00,432,144,0,144,67,0,288,0,0,0,0,0
1514,5.60,10008,3336,0,3336,1603,289326,4260,0,0,0,0,0
1515,10.40,900,300,0,300,440,334837,552,0,0,0,0,0
1516,10.48,61344,20448,0,20448,5807,186425,35754,0,0,0,0,0
1517,9.28,900,300,0,300,420,15042,552,0,0,0,0,0
1518,1.84466E+17,90,30,0,30,108,10484359,42,0,0,0,0,0
1519,0.00,24480,8160,0,8160,3272,513996,11166,0,0,0,0,0
1520,0.00,67248,22416,0,22416,11804,13197722,23430,0,0,0,0,0
1521,0.00,417744,139248,0,139248,38792,5053975,145920,0,0,0,0,0
1522,0.00,324,108,0,108,72,0,216,0,0,0,0,0
1523,0.00,1152,384,0,384,688,919103,720,0,0,0,0,0
1524,0.00,98208,32736,0,32736,8527,552835,27000,0,0,0,0,0
1525,0.00,500328,166776,0,166776,40310,577017,136602,0,0,0,0,0
1526,0.00,99072,33024,0,33024,7195,47830,23208,0,0,0,0,0
1527,0.00,99072,33024,0,33024,8396,167914,23208,0,0,0,0,0
1528,0.00,99072,33024,0,33024,12448,1190406,23208,0,0,0,0,0
1529,0.00,99072,33024,0,33024,13183,1751099,23208,0,0,0,0,0
1530,0.00,99072,33024,0,33024,14602,2823578,23208,0,0,0,0,0
1531,0.00,99072,33024,0,33024,11752,578728,23208,0,0,0,0,0
1532,0.00,99072,33024,0,33024,7833,56567,23208,0,0,0,0,0
1533,0.00,99072,33024,0,33024,6653,18582,23208,0,0,0,0,0
1534,0.00,198720,66240,0,66240,16053,122639,56406,0,0,0,0,0
1535,0.00,87552,29184,0,29184,11176,1080094,20730,0,0,0,0,0
1536,0.00,82944,27648,0,27648,7651,342199,19668,0,0,0,0,0
1537,0.00,87552,29184,0,29184,6720,111179,20730,0,0,0,0,0
1538,0.00,87552,29184,0,29184,6620,26,20730,0,0,0,0,0
1539,0.00,82944,27648,0,27648,9830,1519424,19668,0,0,0,0,0
1540,0.00,87552,29184,0,29184,9918,1451241,20730,0,0,0,0,0
1541,0.00,82944,27648,0,27648,7248,426,19668,0,0,0,0,0
1542,0.00,87552,29184,0,29184,9952,68547,20730,0,0,0,0,0
1543,0.00,82944,27648,0,27648,7893,136641,19668,0,0,0,0,0
1544,0.00,87552,29184,0,29184,8333,186678,20730,0,0,0,0,0
1545,0.00,144,48,0,48,26,2668,96,0,0,0,0,0
1546,0.00,89226,29742,0,29742,5414,42116,21660,0,0,0,0,0
1547,0.00,144,48,0,48,24,1344,96,0,0,0,0,0
1548,1.73140E+12,89226,29742,0,29742,4057,10602,21618,0,0,0,0,0
1549,3.00,144,48,0,48,28,2154,96,0,0,0,0,0
1550,6.36,89226,29742,0,29742,4260,9354,21660,0,0,0,0,0
1551,3.40,144,48,0,48,32,5908,96,0,0,0,0,0
1552,7.92,89226,29742,0,29742,5380,49278,21618,0,0,0,0,0
1553,3.96,8424,2808,0,2808,631,4703,3198,0,0,0,0,0
1554,4.52,39798,13266,0,13266,2280,4240,9462,0,0,0,0,0
1555,4.12,8424,2808,0,2808,604,5658,3198,0,0,0,0,0
1556,4.80,39798,13266,0,13266,2297,4776,9462,0,0,0,0,0
1557,4.44,8424,2808,0,2808,740,28481,3198,0,0,0,0,0
1558,5.32,39798,13266,0,13266,2780,19955,9462,0,0,0,0,0
1559,4.56,7200,2400,0,2400,684,37946,2700,0,0,0,0,0
1560,5.56,39798,13266,0,13266,2771,15254,9462,0,0,0,0,0
1561,4.64,7200,2400,0,2400,681,37751,2700,0,0,0,0,0
1562,5.44,39798,13266,0,13266,2805,12289,9462,0,0,0,0,0
1563,4.60,7200,2400,0,2400,678,37485,2700,0,0,0,0,0
1564,5.52,39798,13266,0,13266,2757,10098,9462,0,0,0,0,0
1565,4.56,7200,2400,0,2400,676,37693,2700,0,0,0,0,0
1566,5.44,39798,13266,0,13266,2820,11716,9462,0,0,0,0,0
1567,12.32,165312,55104,0,55104,16938,32,39744,0,0,0,0,0
1568,4.44,27378,9126,0,9126,2328,0,6510,0,0,0,0,0
1569,4.36,24516,8172,0,8172,2345,0,5796,0,0,0,0,0
1570,4.68,27378,9126,0,9126,1854,24845,6510,0,0,0,0,0
1571,4.48,24516,8172,0,8172,1799,25347,5796,0,0,0,0,0
1572,1.84466E+17,504,168,0,168,416,0,300,0,0,0,0,0
1573,0.00,260712,86904,0,86904,50138,1817534,73980,0,0,0,0,0
1574,0.00,180,60,0,60,168,0,120,0,0,0,0,0
1589,0.00,65520,21840,0,21840,4703,60323,20226,0,0,0,0,0
1590,0.00,8424,2808,0,2808,840,41163,3198,0,0,0,0,0
1591,0.00,39798,13266,0,13266,2760,15607,9462,0,0,0,0,0
1592,0.00,24516,8172,0,8172,2268,327838,5796,0,0,0,0,0
1593,0.00,1944,648,0,648,606,14830917,780,0,0,0,0,0
1594,0.00,5040,1680,0,1680,1295,13940865,3408,0,0,0,0,0
1595,0.00,41976,13992,0,13992,8270,6137639,12678,0,0,0,0,0
1596,0.00,26208,8736,0,8736,4265,1124961,10500,0,0,0,0,0
1597,0.00,52128,17376,0,17376,9493,3282648,19662,0,0,0,0,0
1598,0.00,288,96,0,96,132,8490084,96,0,0,0,0,0
1599,0.00,41976,13992,0,13992,7956,13616556,12678,0,0,0,0,0
1600,0.00,19728,6576,0,6576,2800,795850,7200,0,0,0,0,0
1601,0.00,66240,22080,0,22080,9327,8766396,38808,0,0,0,0,0
1602,0.00,3672,1224,0,1224,938,15551172,1308,0,0,0,0,0
1603,0.00,3672,1224,0,1224,958,3049039,1284,0,0,0,0,0
1604,0.00,2664,888,0,888,761,14128220,852,0,0,0,0,0
1605,0.00,2880,960,0,960,257,5880,792,0,0,0,0,0
1606,0.00,2016,672,0,672,121,0,744,0,0,0,0,0
1607,1.73140E+12,2880,960,0,960,286,16284,792,0,0,0,0,0
1608,3.12,2016,672,0,672,204,465,744,0,0,0,0,0
1609,3.80,2880,960,0,960,336,37096,792,0,0,0,0,0
1610,3.24,2016,672,0,672,209,4483,744,0,0,0,0,0
1611,3.80,2880,960,0,960,335,33611,792,0,0,0,0,0
1612,3.44,2016,672,0,672,198,5399,744,0,0,0,0,0
1613,3.76,2880,960,0,960,315,37114,792,0,0,0,0,0
1614,3.64,2016,672,0,672,194,6914,744,0,0,0,0,0
1615,3.48,2880,960,0,960,263,5028,792,0,0,0,0,0
1616,3.24,2016,672,0,672,103,0,744,0,0,0,0,0
1617,3.60,2880,960,0,960,280,12995,792,0,0,0,0,0
1618,3.12,2016,672,0,672,194,0,744,0,0,0,0,0
1619,3.84,2880,960,0,960,322,27770,792,0,0,0,0,0
1620,3.12,2016,672,0,672,217,0,744,0,0,0,0,0
1621,3.92,2880,960,0,960,321,24186,792,0,0,0,0,0
1622,3.28,2016,672,0,672,206,0,744,0,0,0,0,0
1623,12.08,7920,2640,0,2640,1572,2472321,5352,0,0,0,0,0
1624,35.28,576,192,0,192,320,730421,336,0,0,0,0,0
1625,21.24,5040,1680,0,1680,1303,4253828,3408,0,0,0,0,0
1626,1.84466E+17,972,324,0,324,368,13629851,396,0,0,0,0,0
1627,0.00,4356,1452,0,1452,1022,0,1908,0,0,0,0,0
1628,0.00,432,144,0,144,90,0,288,0,0,0,0,0
1629,0.00,1476,492,0,492,264,0,588,0,0,0,0,0
1630,3.00,432,144,0,144,54,0,288,0,0,0,0,0
1631,5.04,10008,3336,0,3336,1299,41130,4260,0,0,0,0,0
1632,10.68,900,300,0,300,440,349946,552,0,0,0,0,0
1633,9.88,61344,20448,0,20448,5921,189595,35754,0,0,0,0,0
1634,9.92,900,300,0,300,468,9085,552,0,0,0,0,0
1635,1.84466E+17,90,30,0,30,88,10572519,42,0,0,0,0,0
1636,0.00,24480,8160,0,8160,3311,523899,11166,0,0,0,0,0
1637,0.00,67248,22416,0,22416,11898,11563726,23430,0,0,0,0,0
1638,0.00,417744,139248,0,139248,39360,5730508,145920,0,0,0,0,0
1639,0.00,324,108,0,108,88,0,216,0,0,0,0,0
1640,0.00,1152,384,0,384,664,961515,720,0,0,0,0,0
1641,0.00,98208,32736,0,32736,8797,546975,27000,0,0,0,0,0
1642,0.00,500328,166776,0,166776,41197,676763,136602,0,0,0,0,0
1643,0.00,99072,33024,0,33024,15128,3130002,23208,0,0,0,0,0
1644,0.00,99072,33024,0,33024,12786,774274,23208,0,0,0,0,0
1645,0.00,99072,33024,0,33024,8024,67545,23208,0,0,0,0,0
1646,0.00,99072,33024,0,33024,6731,21021,23208,0,0,0,0,0
1647,0.00,99072,33024,0,33024,7185,46080,23208,0,0,0,0,0
1648,0.00,99072,33024,0,33024,8444,165327,23208,0,0,0,0,0
1649,0.00,99072,33024,0,33024,12865,1310511,23208,0,0,0,0,0
1650,0.00,99072,33024,0,33024,13731,2019204,23208,0,0,0,0,0
1651,0.00,198720,66240,0,66240,15849,225268,56406,0,0,0,0,0
1652,0.00,87552,29184,0,29184,10096,234688,20730,0,0,0,0,0
1653,0.00,82944,27648,0,27648,7983,492530,19668,0,0,0,0,0
1654,0.00,87552,29184,0,29184,8369,485379,20730,0,0,0,0,0
1655,0.00,87552,29184,0,29184,9833,699962,20730,0,0,0,0,0
1656,0.00,82944,27648,0,27648,7557,36419,19668,0,0,0,0,0
1657,0.00,87552,29184,0,29184,6572,1593,20730,0,0,0,0,0
1658,0.00,82944,27648,0,27648,9400,679827,19668,0,0,0,0,0
1659,0.00,87552,29184,0,29184,11173,506229,20730,0,0,0,0,0
1660,0.00,82944,27648,0,27648,7666,112969,19668,0,0,0,0,0
1661,0.00,87552,29184,0,29184,6894,46758,20730,0,0,0,0,0
1662,0.00,144,48,0,48,24,2193,96,0,0,0,0,0
1663,0.00,89226,29742,0,29742,4249,9546,21660,0,0,0,0,0
1664,1.73140E+12,144,48,0,48,32,5532,96,0,0,0,0,0
1665,7.80,89226,29742,0,29742,5419,48386,21618,0,0,0,0,0
1666,3.36,144,48,0,48,26,2770,96,0,0,0,0,0
1667,7.84,89226,29742,0,29742,5230,43118,21660,0,0,0,0,0
1668,3.04,144,48,0,48,24,1509,96,0,0,0,0,0
1669,6.08,89226,29742,0,29742,4078,10989,21618,0,0,0,0,0
1670,4.60,8424,2808,0,2808,835,41305,3198,0,0,0,0,0
1671,5.48,39798,13266,0,13266,2828,15114,9462,0,0,0,0,0
1672,4.48,8424,2808,0,2808,787,40886,3198,0,0,0,0,0
1673,5.20,39798,13266,0,13266,2791,8140,9462,0,0,0,0,0
1674,4.52,8424,2808,0,2808,807,34001,3198,0,0,0,0,0
1675,5.48,39798,13266,0,13266,2741,6847,9462,0,0,0,0,0
1676,3.84,7200,2400,0,2400,627,27693,2700,0,0,0,0,0
1677,4.24,39798,13266,0,13266,2826,17205,9462,0,0,0,0,0
1678,3.76,7200,2400,0,2400,479,3808,2700,0,0,0,0,0
1679,4.32,39798,13266,0,13266,2308,3712,9462,0,0,0,0,0
1680,3.92,7200,2400,0,2400,439,4390,2700,0,0,0,0,0
1681,4.56,39798,13266,0,13266,2211,5071,9462,0,0,0,0,0
1682,4.16,7200,2400,0,2400,636,27253,2700,0,0,0,0,0
1683,4.68,39798,13266,0,13266,2849,22729,9462,0,0,0,0,0
1684,12.64,165312,55104,0,55104,16124,263,39744,0,0,0,0,0
1685,4.16,27378,9126,0,9126,1817,25081,6510,0,0,0,0,0
1686,4.12,24516,8172,0,8172,1782,25807,5796,0,0,0,0,0
1687,4.44,27378,9126,0,9126,2314,0,6510,0,0,0,0,0
1688,4.76,24516,8172,0,8172,2332,0,5796,0,0,0,0,0
1689,1.84466E+17,504,168,0,168,416,0,300,0,0,0,0,0
1690,0.00,260712,86904,0,86904,50180,1954498,73980,0,0,0,0,0
1691,0.00,180,60,0,60,168,0,120,0,0,0,0,0
1706,0.00,65520,21840,0,21840,5473,153908,20226,0,0,0,0,0
1707,0.00,8424,2808,0,2808,820,40498,3198,0,0,0,0,0
1708,0.00,39798,13266,0,13266,2800,6762,9462,0,0,0,0,0
1709,0.00,24516,8172,0,8172,2028,153606,5796,0,0,0,0,0
1710,0.00,1944,648,0,648,600,13735140,780,0,0,0,0,0
1711,0.00,5040,1680,0,1680,1355,13585999,3408,0,0,0,0,0
1712,0.00,41976,13992,0,13992,8717,6202116,12678,0,0,0,0,0
1713,0.00,26208,8736,0,8736,4660,1415178,10500,0,0,0,0,0
1714,0.00,52128,17376,0,17376,9732,3128772,19662,0,0,0,0,0
1715,0.00,288,96,0,96,128,8134607,96,0,0,0,0,0
1716,0.00,41976,13992,0,13992,8468,12968535,12678,0,0,0,0,0
1717,0.00,19728,6576,0,6576,2197,271446,7200,0,0,0,0,0
1718,0.00,66240,22080,0,22080,9233,9510776,38808,0,0,0,0,0
1719,0.00,3672,1224,0,1224,944,15422173,1308,0,0,0,0,0
1720,0.00,3672,1224,0,1224,960,2864472,1284,0,0,0,0,0
1721,0.00,2664,888,0,888,795,13622314,852,0,0,0,0,0
1722,0.00,2880,960,0,960,276,16128,792,0,0,0,0,0
1723,0.00,2016,672,0,672,198,463,744,0,0,0,0,0
1724,0.00,2880,960,0,960,336,37836,792,0,0,0,0,0
1725,3.68,2016,672,0,672,215,4247,744,0,0,0,0,0
