EID,GPU Duration (µs),Input Vertices Read,Input Primitives,GS Primitives,Rasterizer Invocations,Rasterized Primitives,Samples Passed,VS Invocations,TCS Invocations,TES Invocations,GS Invocations,PS Invocations,CS Invocations
1726,3.92,2880,960,0,960,322,34052,792,0,0,0,0,0
1727,3.44,2016,672,0,672,192,5331,744,0,0,0,0,0
1728,4.28,2880,960,0,960,346,40118,792,0,0,0,0,0
1729,3.28,2016,672,0,672,207,4277,744,0,0,0,0,0
1730,3.68,2880,960,0,960,282,18663,792,0,0,0,0,0
1731,3.40,2016,672,0,672,191,4679,744,0,0,0,0,0
1732,3.56,2880,960,0,960,273,12909,792,0,0,0,0,0
1733,3.20,2016,672,0,672,198,0,744,0,0,0,0,0
1734,3.84,2880,960,0,960,322,28419,792,0,0,0,0,0
1735,3.40,2016,672,0,672,223,0,744,0,0,0,0,0
1736,3.88,2880,960,0,960,308,24313,792,0,0,0,0,0
1737,3.24,2016,672,0,672,200,0,744,0,0,0,0,0
1738,3.84,2880,960,0,960,332,35720,792,0,0,0,0,0
1739,3.28,2016,672,0,672,215,0,744,0,0,0,0,0
1740,12.16,7920,2640,0,2640,1633,2459341,5352,0,0,0,0,0
1741,35.28,576,192,0,192,368,747158,336,0,0,0,0,0
1742,21.04,5040,1680,0,1680,1338,3970753,3408,0,0,0,0,0
1743,1.84466E+17,972,324,0,324,372,13760007,396,0,0,0,0,0
1744,0.00,4356,1452,0,1452,969,0,1908,0,0,0,0,0
1745,0.00,432,144,0,144,92,0,288,0,0,0,0,0
1746,1.73140E+12,1476,492,0,492,457,0,588,0,0,0,0,0
1747,3.12,432,144,0,144,91,0,288,0,0,0,0,0
1748,4.76,10008,3336,0,3336,1298,67557,4260,0,0,0,0,0
1749,10.56,900,300,0,300,440,330537,552,0,0,0,0,0
1750,10.16,61344,20448,0,20448,5982,165718,35754,0,0,0,0,0
1751,10.44,900,300,0,300,468,37096,552,0,0,0,0,0
1752,1.84466E+17,90,30,0,30,88,11761966,42,0,0,0,0,0
1753,0.00,24480,8160,0,8160,3269,540396,11166,0,0,0,0,0
1754,0.00,67248,22416,0,22416,12731,13354761,23430,0,0,0,0,0
1755,0.00,417744,139248,0,139248,40830,6102194,145920,0,0,0,0,0
1756,0.00,324,108,0,108,72,0,216,0,0,0,0,0
1757,0.00,1152,384,0,384,736,1037137,720,0,0,0,0,0
1758,0.00,98208,32736,0,32736,9585,663725,27000,0,0,0,0,0
1759,0.00,500328,166776,0,166776,43106,760594,136602,0,0,0,0,0
1760,0.00,99072,33024,0,33024,12507,770808,23208,0,0,0,0,0
1761,0.00,99072,33024,0,33024,15127,3128274,23208,0,0,0,0,0
1762,0.00,99072,33024,0,33024,12776,770860,23208,0,0,0,0,0
1763,0.00,99072,33024,0,33024,8009,67260,23208,0,0,0,0,0
1764,0.00,99072,33024,0,33024,8443,165087,23208,0,0,0,0,0
1765,0.00,99072,33024,0,33024,12865,1309205,23208,0,0,0,0,0
1766,0.00,99072,33024,0,33024,13727,2019163,23208,0,0,0,0,0
1767,0.00,99072,33024,0,33024,12805,1289981,23208,0,0,0,0,0
1768,0.00,198720,66240,0,66240,17245,254177,56406,0,0,0,0,0
1769,0.00,87552,29184,0,29184,8299,470420,20730,0,0,0,0,0
1770,0.00,82944,27648,0,27648,8031,548310,19668,0,0,0,0,0
1771,0.00,87552,29184,0,29184,10034,300290,20730,0,0,0,0,0
1772,0.00,87552,29184,0,29184,11034,535597,20730,0,0,0,0,0
1773,0.00,82944,27648,0,27648,9902,255740,19668,0,0,0,0,0
1774,0.00,87552,29184,0,29184,7603,26726,20730,0,0,0,0,0
1775,0.00,82944,27648,0,27648,9448,672851,19668,0,0,0,0,0
1776,0.00,87552,29184,0,29184,9765,703423,20730,0,0,0,0,0
1777,0.00,82944,27648,0,27648,11013,484587,19668,0,0,0,0,0
1778,0.00,87552,29184,0,29184,7747,134416,20730,0,0,0,0,0
1779,0.00,144,48,0,48,32,5228,96,0,0,0,0,0
1780,0.00,89226,29742,0,29742,5416,27546,21660,0,0,0,0,0
1781,3.36,144,48,0,48,32,8285,96,0,0,0,0,0
1782,7.76,89226,29742,0,29742,5559,52911,21618,0,0,0,0,0
1783,3.44,144,48,0,48,30,6399,96,0,0,0,0,0
1784,8.16,89226,29742,0,29742,5421,45107,21660,0,0,0,0,0
1785,3.16,144,48,0,48,32,3847,96,0,0,0,0,0
1786,6.12,89226,29742,0,29742,4940,31020,21618,0,0,0,0,0
1787,4.12,8424,2808,0,2808,782,35187,3198,0,0,0,0,0
1788,4.80,39798,13266,0,13266,2881,23861,9462,0,0,0,0,0
1789,4.40,8424,2808,0,2808,782,35409,3198,0,0,0,0,0
1790,4.96,39798,13266,0,13266,2910,19794,9462,0,0,0,0,0
1791,4.64,8424,2808,0,2808,787,33221,3198,0,0,0,0,0
1792,5.20,39798,13266,0,13266,2746,908,9462,0,0,0,0,0
1793,4.36,7200,2400,0,2400,686,37221,2700,0,0,0,0,0
1794,5.32,39798,13266,0,13266,2783,8542,9462,0,0,0,0,0
1795,3.80,7200,2400,0,2400,558,9540,2700,0,0,0,0,0
1796,4.32,39798,13266,0,13266,2500,8027,9462,0,0,0,0,0
1797,4.04,7200,2400,0,2400,567,9350,2700,0,0,0,0,0
1798,4.56,39798,13266,0,13266,2514,9580,9462,0,0,0,0,0
1799,4.48,7200,2400,0,2400,682,37904,2700,0,0,0,0,0
1800,5.48,39798,13266,0,13266,2814,15554,9462,0,0,0,0,0
1801,9.68,165312,55104,0,55104,14504,56182,39744,0,0,0,0,0
1802,4.48,27378,9126,0,9126,1868,34527,6510,0,0,0,0,0
1803,4.12,24516,8172,0,8172,1883,29871,5796,0,0,0,0,0
1804,4.60,27378,9126,0,9126,1971,30698,6510,0,0,0,0,0
1805,4.96,24516,8172,0,8172,2010,34275,5796,0,0,0,0,0
1806,1.84466E+17,504,168,0,168,416,0,300,0,0,0,0,0
1807,0.00,260712,86904,0,86904,49622,2218706,73980,0,0,0,0,0
1808,0.00,180,60,0,60,168,0,120,0,0,0,0,0
1823,0.00,65520,21840,0,21840,6073,240176,20226,0,0,0,0,0
1824,0.00,8424,2808,0,2808,828,43049,3198,0,0,0,0,0
1825,0.00,39798,13266,0,13266,2786,13979,9462,0,0,0,0,0
1826,0.00,24516,8172,0,8172,1837,88124,5796,0,0,0,0,0
1827,0.00,1944,648,0,648,600,13741265,780,0,0,0,0,0
1828,0.00,5040,1680,0,1680,1333,13704689,3408,0,0,0,0,0
1829,0.00,41976,13992,0,13992,8861,6196841,12678,0,0,0,0,0
1830,0.00,26208,8736,0,8736,4648,1470993,10500,0,0,0,0,0
1831,0.00,52128,17376,0,17376,9746,3067262,19662,0,0,0,0,0
1832,0.00,288,96,0,96,128,8136667,96,0,0,0,0,0
1833,0.00,41976,13992,0,13992,8604,13130758,12678,0,0,0,0,0
1834,0.00,19728,6576,0,6576,2204,274740,7200,0,0,0,0,0
1835,0.00,66240,22080,0,22080,9212,9956717,38808,0,0,0,0,0
1836,0.00,3672,1224,0,1224,944,15343528,1308,0,0,0,0,0
1837,0.00,3672,1224,0,1224,960,2901759,1284,0,0,0,0,0
1838,0.00,2664,888,0,888,799,13666090,852,0,0,0,0,0
1839,0.00,2880,960,0,960,338,37385,792,0,0,0,0,0
1840,0.00,2016,672,0,672,207,4298,744,0,0,0,0,0
1841,0.00,2880,960,0,960,319,33994,792,0,0,0,0,0
1842,3.48,2016,672,0,672,195,5453,744,0,0,0,0,0
1843,3.84,2880,960,0,960,333,40468,792,0,0,0,0,0
1844,3.24,2016,672,0,672,203,4240,744,0,0,0,0,0
1845,3.68,2880,960,0,960,273,18951,792,0,0,0,0,0
1846,3.00,2016,672,0,672,196,453,744,0,0,0,0,0
1847,3.64,2880,960,0,960,230,7178,792,0,0,0,0,0
1848,3.28,2016,672,0,672,152,1868,744,0,0,0,0,0
1849,3.72,2880,960,0,960,324,28154,792,0,0,0,0,0
1850,3.36,2016,672,0,672,215,0,744,0,0,0,0,0
1851,3.80,2880,960,0,960,305,23960,792,0,0,0,0,0
1852,3.08,2016,672,0,672,203,0,744,0,0,0,0,0
1853,3.88,2880,960,0,960,319,36016,792,0,0,0,0,0
1854,3.12,2016,672,0,672,211,0,744,0,0,0,0,0
1855,3.64,2880,960,0,960,266,17575,792,0,0,0,0,0
1856,3.20,2016,672,0,672,201,0,744,0,0,0,0,0
1857,11.48,7920,2640,0,2640,1604,2412218,5352,0,0,0,0,0
1858,35.92,576,192,0,192,368,738354,336,0,0,0,0,0
1859,20.80,5040,1680,0,1680,1324,4000947,3408,0,0,0,0,0
1860,1.84466E+17,972,324,0,324,376,13775024,396,0,0,0,0,0
1861,0.00,4356,1452,0,1452,1042,0,1908,0,0,0,0,0
1862,0.00,432,144,0,144,107,0,288,0,0,0,0,0
1863,1.73140E+12,1476,492,0,492,404,0,588,0,0,0,0,0
1864,3.16,432,144,0,144,90,0,288,0,0,0,0,0
1865,4.80,10008,3336,0,3336,1380,131609,4260,0,0,0,0,0
1866,10.64,900,300,0,300,440,326420,552,0,0,0,0,0
1867,10.24,61344,20448,0,20448,5970,165538,35754,0,0,0,0,0
1868,10.44,900,300,0,300,468,36313,552,0,0,0,0,0
1869,1.84466E+17,90,30,0,30,92,11756072,42,0,0,0,0,0
1870,0.00,24480,8160,0,8160,3268,548155,11166,0,0,0,0,0
1871,0.00,67248,22416,0,22416,12736,12761075,23430,0,0,0,0,0
1872,0.00,417744,139248,0,139248,40905,5827497,145920,0,0,0,0,0
1873,0.00,324,108,0,108,72,0,216,0,0,0,0,0
1874,0.00,1152,384,0,384,736,1018956,720,0,0,0,0,0
1875,0.00,98208,32736,0,32736,9621,676442,27000,0,0,0,0,0
1876,0.00,500328,166776,0,166776,43376,850793,136602,0,0,0,0,0
1877,0.00,99072,33024,0,33024,8115,66114,23208,0,0,0,0,0
1878,0.00,99072,33024,0,33024,12276,730934,23208,0,0,0,0,0
1879,0.00,99072,33024,0,33024,15162,3128731,23208,0,0,0,0,0
1880,0.00,99072,33024,0,33024,12912,815911,23208,0,0,0,0,0
1881,0.00,99072,33024,0,33024,12917,1335736,23208,0,0,0,0,0
1882,0.00,99072,33024,0,33024,13693,2019304,23208,0,0,0,0,0
1883,0.00,99072,33024,0,33024,12770,1259510,23208,0,0,0,0,0
1884,0.00,99072,33024,0,33024,8461,156830,23208,0,0,0,0,0
1885,0.00,198720,66240,0,66240,17291,255288,56406,0,0,0,0,0
1886,0.00,87552,29184,0,29184,8378,464938,20730,0,0,0,0,0
1887,0.00,82944,27648,0,27648,9778,367187,19668,0,0,0,0,0
1888,0.00,87552,29184,0,29184,7809,43033,20730,0,0,0,0,0
1889,0.00,87552,29184,0,29184,7552,150203,20730,0,0,0,0,0
1890,0.00,82944,27648,0,27648,7939,488280,19668,0,0,0,0,0
1891,0.00,87552,29184,0,29184,10178,242009,20730,0,0,0,0,0
1892,0.00,82944,27648,0,27648,10600,478255,19668,0,0,0,0,0
1893,0.00,87552,29184,0,29184,9843,695338,20730,0,0,0,0,0
1894,0.00,82944,27648,0,27648,9356,675082,19668,0,0,0,0,0
1895,0.00,87552,29184,0,29184,11202,534283,20730,0,0,0,0,0
1896,0.00,144,48,0,48,32,8039,96,0,0,0,0,0
1897,0.00,89226,29742,0,29742,5665,48664,21660,0,0,0,0,0
1898,0.00,144,48,0,48,31,5004,96,0,0,0,0,0
1899,1.73140E+12,89226,29742,0,29742,5139,30155,21618,0,0,0,0,0
1900,3.32,144,48,0,48,28,4544,96,0,0,0,0,0
1901,6.36,89226,29742,0,29742,4914,25400,21660,0,0,0,0,0
1902,3.52,144,48,0,48,29,5746,96,0,0,0,0,0
1903,7.88,89226,29742,0,29742,5480,49756,21618,0,0,0,0,0
1904,4.00,8424,2808,0,2808,705,11492,3198,0,0,0,0,0
1905,4.68,39798,13266,0,13266,2471,9034,9462,0,0,0,0,0
1906,4.24,8424,2808,0,2808,696,11640,3198,0,0,0,0,0
1907,4.92,39798,13266,0,13266,2496,8750,9462,0,0,0,0,0
1908,4.84,8424,2808,0,2808,780,35939,3198,0,0,0,0,0
1909,5.52,39798,13266,0,13266,2795,8455,9462,0,0,0,0,0
1910,4.52,7200,2400,0,2400,691,35204,2700,0,0,0,0,0
1911,5.12,39798,13266,0,13266,2739,673,9462,0,0,0,0,0
1912,3.92,7200,2400,0,2400,652,31168,2700,0,0,0,0,0
1913,5.00,39798,13266,0,13266,2895,18452,9462,0,0,0,0,0
1914,4.20,7200,2400,0,2400,667,30556,2700,0,0,0,0,0
1915,5.04,39798,13266,0,13266,2918,24221,9462,0,0,0,0,0
1916,4.40,7200,2400,0,2400,688,37010,2700,0,0,0,0,0
1917,5.48,39798,13266,0,13266,2777,8458,9462,0,0,0,0,0
1918,9.24,165312,55104,0,55104,14274,37428,39744,0,0,0,0,0
1919,4.64,27378,9126,0,9126,1982,31270,6510,0,0,0,0,0
1920,4.60,24516,8172,0,8172,2019,34560,5796,0,0,0,0,0
1921,4.68,27378,9126,0,9126,1861,34047,6510,0,0,0,0,0
1922,4.48,24516,8172,0,8172,1891,29804,5796,0,0,0,0,0
1923,1.84466E+17,504,168,0,168,416,0,300,0,0,0,0,0
1924,0.00,260712,86904,0,86904,49447,2179988,73980,0,0,0,0,0
1925,0.00,180,60,0,60,168,0,120,0,0,0,0,0
1940,0.00,65520,21840,0,21840,5807,130820,20226,0,0,0,0,0
1941,0.00,8424,2808,0,2808,808,32038,3198,0,0,0,0,0
1942,0.00,39798,13266,0,13266,2754,22182,9462,0,0,0,0,0
1943,1.73140E+12,24516,8172,0,8172,1741,57096,5796,0,0,0,0,0
1944,1.84466E+17,1944,648,0,648,605,14918119,780,0,0,0,0,0
1945,0.00,5040,1680,0,1680,1297,14003755,3408,0,0,0,0,0
1946,0.00,41976,13992,0,13992,8776,6070553,12678,0,0,0,0,0
1947,0.00,26208,8736,0,8736,4290,1221929,10500,0,0,0,0,0
1948,0.00,52128,17376,0,17376,9570,3146457,19662,0,0,0,0,0
1949,0.00,288,96,0,96,132,8533201,96,0,0,0,0,0
1950,0.00,41976,13992,0,13992,8396,13425640,12678,0,0,0,0,0
1951,0.00,19728,6576,0,6576,2857,855991,7200,0,0,0,0,0
1952,0.00,66240,22080,0,22080,9257,8728582,38808,0,0,0,0,0
1953,0.00,3672,1224,0,1224,938,15562381,1308,0,0,0,0,0
1954,0.00,3672,1224,0,1224,958,3023693,1284,0,0,0,0,0
1955,0.00,2664,888,0,888,732,14320418,852,0,0,0,0,0
1956,0.00,2880,960,0,960,327,33707,792,0,0,0,0,0
1957,0.00,2016,672,0,672,205,5334,744,0,0,0,0,0
1958,1.73140E+12,2880,960,0,960,333,39807,792,0,0,0,0,0
1959,3.32,2016,672,0,672,193,4422,744,0,0,0,0,0
1960,3.60,2880,960,0,960,265,18870,792,0,0,0,0,0
1961,3.04,2016,672,0,672,190,430,744,0,0,0,0,0
1962,3.68,2880,960,0,960,257,7474,792,0,0,0,0,0
1963,2.96,2016,672,0,672,136,0,744,0,0,0,0,0
1964,3.60,2880,960,0,960,213,3777,792,0,0,0,0,0
1965,3.28,2016,672,0,672,137,1002,744,0,0,0,0,0
1966,3.76,2880,960,0,960,313,23940,792,0,0,0,0,0
1967,3.36,2016,672,0,672,213,0,744,0,0,0,0,0
1968,3.84,2880,960,0,960,319,35156,792,0,0,0,0,0
1969,3.08,2016,672,0,672,201,0,744,0,0,0,0,0
1970,3.60,2880,960,0,960,257,17327,792,0,0,0,0,0
1971,3.12,2016,672,0,672,199,0,744,0,0,0,0,0
1972,3.64,2880,960,0,960,256,7084,792,0,0,0,0,0
1973,3.04,2016,672,0,672,105,0,744,0,0,0,0,0
1974,11.32,7920,2640,0,2640,1496,2195058,5352,0,0,0,0,0
1975,35.68,576,192,0,192,324,686325,336,0,0,0,0,0
1976,21.32,5040,1680,0,1680,1301,4255467,3408,0,0,0,0,0
1977,1.84466E+17,972,324,0,324,372,13703369,396,0,0,0,0,0
1978,0.00,4356,1452,0,1452,844,0,1908,0,0,0,0,0
1979,0.00,432,144,0,144,58,0,288,0,0,0,0,0
1980,1.73140E+12,1476,492,0,492,396,0,588,0,0,0,0,0
1981,3.12,432,144,0,144,92,0,288,0,0,0,0,0
1982,5.52,10008,3336,0,3336,1545,287825,4260,0,0,0,0,0
1983,10.48,900,300,0,300,440,340700,552,0,0,0,0,0
1984,10.12,61344,20448,0,20448,5928,188014,35754,0,0,0,0,0
1985,10.20,900,300,0,300,468,8953,552,0,0,0,0,0
1986,1.84466E+17,90,30,0,30,104,10496971,42,0,0,0,0,0
1987,0.00,24480,8160,0,8160,3292,525776,11166,0,0,0,0,0
1988,0.00,67248,22416,0,22416,11878,11365221,23430,0,0,0,0,0
1989,0.00,417744,139248,0,139248,39243,5491634,145920,0,0,0,0,0
1990,0.00,324,108,0,108,72,0,216,0,0,0,0,0
1991,0.00,1152,384,0,384,680,995833,720,0,0,0,0,0
1992,0.00,98208,32736,0,32736,8662,602421,27000,0,0,0,0,0
1993,0.00,500328,166776,0,166776,40406,639245,136602,0,0,0,0,0
1994,0.00,99072,33024,0,33024,6696,19484,23208,0,0,0,0,0
1995,0.00,99072,33024,0,33024,8019,64659,23208,0,0,0,0,0
1996,0.00,99072,33024,0,33024,12107,687274,23208,0,0,0,0,0
1997,0.00,99072,33024,0,33024,15148,3119090,23208,0,0,0,0,0
1998,0.00,99072,33024,0,33024,13719,2015385,23208,0,0,0,0,0
1999,0.00,99072,33024,0,33024,12626,1227293,23208,0,0,0,0,0
2000,0.00,99072,33024,0,33024,8385,152987,23208,0,0,0,0,0
2001,0.00,99072,33024,0,33024,7217,42994,23208,0,0,0,0,0
2002,0.00,198720,66240,0,66240,16147,224158,56406,0,0,0,0,0
2003,0.00,87552,29184,0,29184,9991,267062,20730,0,0,0,0,0
2004,0.00,82944,27648,0,27648,7535,58769,19668,0,0,0,0,0
2005,0.00,87552,29184,0,29184,6699,3999,20730,0,0,0,0,0
2006,0.00,87552,29184,0,29184,6643,50974,20730,0,0,0,0,0
2007,0.00,82944,27648,0,27648,8109,546880,19668,0,0,0,0,0
2008,0.00,87552,29184,0,29184,8258,475056,20730,0,0,0,0,0
2009,0.00,82944,27648,0,27648,7470,117565,19668,0,0,0,0,0
2010,0.00,87552,29184,0,29184,10922,508758,20730,0,0,0,0,0
2011,0.00,82944,27648,0,27648,9526,673682,19668,0,0,0,0,0
2012,0.00,87552,29184,0,29184,9724,706686,20730,0,0,0,0,0
2013,0.00,144,48,0,48,32,5525,96,0,0,0,0,0
2014,0.00,89226,29742,0,29742,5401,48577,21660,0,0,0,0,0
2015,0.00,144,48,0,48,25,2019,96,0,0,0,0,0
2016,6.00,89226,29742,0,29742,4259,10626,21618,0,0,0,0,0
2017,2.96,144,48,0,48,24,1960,96,0,0,0,0,0
2018,6.32,89226,29742,0,29742,4094,8965,21660,0,0,0,0,0
2019,3.36,144,48,0,48,23,2773,96,0,0,0,0,0
2020,7.84,89226,29742,0,29742,5231,40998,21618,0,0,0,0,0
2021,3.88,8424,2808,0,2808,620,5506,3198,0,0,0,0,0
2022,4.68,39798,13266,0,13266,2200,4741,9462,0,0,0,0,0
2023,3.96,8424,2808,0,2808,606,5009,3198,0,0,0,0,0
2024,4.60,39798,13266,0,13266,2272,3906,9462,0,0,0,0,0
2025,4.28,8424,2808,0,2808,737,27351,3198,0,0,0,0,0
2026,5.00,39798,13266,0,13266,2784,17101,9462,0,0,0,0,0
2027,4.52,7200,2400,0,2400,702,37213,2700,0,0,0,0,0
2028,5.24,39798,13266,0,13266,2697,10690,9462,0,0,0,0,0
2029,4.52,7200,2400,0,2400,705,37230,2700,0,0,0,0,0
2030,5.32,39798,13266,0,13266,2704,7771,9462,0,0,0,0,0
2031,4.44,7200,2400,0,2400,692,37835,2700,0,0,0,0,0
2032,5.56,39798,13266,0,13266,2722,14770,9462,0,0,0,0,0
2033,4.28,7200,2400,0,2400,690,37985,2700,0,0,0,0,0
2034,5.56,39798,13266,0,13266,2788,16177,9462,0,0,0,0,0
2035,12.84,165312,55104,0,55104,16922,79,39744,0,0,0,0,0
2036,4.28,27378,9126,0,9126,2330,0,6510,0,0,0,0,0
2037,4.68,24516,8172,0,8172,2335,0,5796,0,0,0,0,0
2038,4.52,27378,9126,0,9126,1822,24657,6510,0,0,0,0,0
2039,4.44,24516,8172,0,8172,1804,25656,5796,0,0,0,0,0
2040,1.84466E+17,504,168,0,168,416,0,300,0,0,0,0,0
2041,0.00,260712,86904,0,86904,50132,1838713,73980,0,0,0,0,0
2042,0.00,180,60,0,60,168,0,120,0,0,0,0,0
2057,0.00,65520,21840,0,21840,5934,208001,20226,0,0,0,0,0
2058,0.00,8424,2808,0,2808,666,7191,3198,0,0,0,0,0
2059,0.00,39798,13266,0,13266,2383,6405,9462,0,0,0,0,0
2060,1.73140E+12,24516,8172,0,8172,1664,32662,5796,0,0,0,0,0
2061,10.00,1944,648,0,648,478,3369792,780,0,0,0,0,0
2062,10.32,5040,1680,0,1680,1168,3696471,3408,0,0,0,0,0
2063,0.00,41976,13992,0,13992,7251,9362126,12678,0,0,0,0,0
2064,0.00,26208,8736,0,8736,3878,355421,10500,0,0,0,0,0
2065,0.00,52128,17376,0,17376,7585,1092828,19662,0,0,0,0,0
2066,0.00,288,96,0,96,88,10759635,96,0,0,0,0,0
2067,0.00,41976,13992,0,13992,7417,57086382,12678,0,0,0,0,0
2068,0.00,19728,6576,0,6576,2562,285107,7200,0,0,0,0,0
2069,0.00,66240,22080,0,22080,7976,3067163,38808,0,0,0,0,0
2070,0.00,3672,1224,0,1224,806,17761,1308,0,0,0,0,0
2071,0.00,3672,1224,0,1224,814,32064,1284,0,0,0,0,0
2072,0.00,2664,888,0,888,618,0,852,0,0,0,0,0
2073,0.00,2880,960,0,960,357,0,792,0,0,0,0,0
2074,0.00,2016,672,0,672,194,0,744,0,0,0,0,0
2075,1.73140E+12,2880,960,0,960,252,0,792,0,0,0,0,0
2076,3.04,2016,672,0,672,155,0,744,0,0,0,0,0
2077,3.04,2880,960,0,960,244,0,792,0,0,0,0,0
2078,3.04,2016,672,0,672,124,0,744,0,0,0,0,0
2079,3.12,2880,960,0,960,212,0,792,0,0,0,0,0
2080,2.96,2016,672,0,672,152,0,744,0,0,0,0,0
2081,3.04,2880,960,0,960,190,0,792,0,0,0,0,0
2082,3.04,2016,672,0,672,124,0,744,0,0,0,0,0
2083,3.04,2880,960,0,960,300,0,792,0,0,0,0,0
2084,3.12,2016,672,0,672,198,0,744,0,0,0,0,0
2085,3.04,2880,960,0,960,264,0,792,0,0,0,0,0
2086,2.92,2016,672,0,672,182,0,744,0,0,0,0,0
2087,3.08,2880,960,0,960,255,0,792,0,0,0,0,0
2088,2.92,2016,672,0,672,132,0,744,0,0,0,0,0
2089,3.12,2880,960,0,960,234,0,792,0,0,0,0,0
2090,3.00,2016,672,0,672,79,0,744,0,0,0,0,0
2091,4.44,7920,2640,0,2640,1179,0,5352,0,0,0,0,0
2092,13.40,576,192,0,192,220,0,336,0,0,0,0,0
2093,6.72,5040,1680,0,1680,1062,0,3408,0,0,0,0,0
2094,1.84466E+17,972,324,0,324,416,29106694,396,0,0,0,0,0
2095,0.00,4356,1452,0,1452,491,0,1908,0,0,0,0,0
2096,0.00,432,144,0,144,42,0,288,0,0,0,0,0
2097,0.00,1476,492,0,492,266,0,588,0,0,0,0,0
2098,2.92,432,144,0,144,56,0,288,0,0,0,0,0
2099,6.84,10008,3336,0,3336,1503,644088,4260,0,0,0,0,0
2100,9.00,900,300,0,300,312,306558,552,0,0,0,0,0
2101,11.16,61344,20448,0,20448,5596,582295,35754,0,0,0,0,0
2102,8.04,900,300,0,300,380,10910,552,0,0,0,0,0
2103,1.84466E+17,90,30,0,30,76,186328,42,0,0,0,0,0
2104,0.00,24480,8160,0,8160,3171,0,11166,0,0,0,0,0
2105,0.00,67248,22416,0,22416,8573,640915,23430,0,0,0,0,0
2106,0.00,417744,139248,0,139248,30178,804982,145920,0,0,0,0,0
2107,0.00,324,108,0,108,55,0,216,0,0,0,0,0
2108,0.00,1152,384,0,384,424,0,720,0,0,0,0,0
2109,0.00,98208,32736,0,32736,7099,0,27000,0,0,0,0,0
2110,0.00,500328,166776,0,166776,36205,30179,136602,0,0,0,0,0
2111,0.00,99072,33024,0,33024,5913,4979,23208,0,0,0,0,0
2112,0.00,99072,33024,0,33024,6594,10124,23208,0,0,0,0,0
2113,0.00,99072,33024,0,33024,7368,27089,23208,0,0,0,0,0
2114,0.00,99072,33024,0,33024,9094,133166,23208,0,0,0,0,0
2115,0.00,99072,33024,0,33024,9613,94649,23208,0,0,0,0,0
2116,0.00,99072,33024,0,33024,7942,1891,23208,0,0,0,0,0
2117,0.00,99072,33024,0,33024,7062,6707,23208,0,0,0,0,0
2118,0.00,99072,33024,0,33024,6488,1,23208,0,0,0,0,0
2119,0.00,198720,66240,0,66240,13667,15063,56406,0,0,0,0,0
2120,0.00,87552,29184,0,29184,6963,0,20730,0,0,0,0,0
2121,0.00,82944,27648,0,27648,5967,0,19668,0,0,0,0,0
2122,0.00,87552,29184,0,29184,5576,0,20730,0,0,0,0,0
2123,0.00,87552,29184,0,29184,5735,4420,20730,0,0,0,0,0
2124,0.00,82944,27648,0,27648,8124,0,19668,0,0,0,0,0
2125,0.00,87552,29184,0,29184,8927,0,20730,0,0,0,0,0
2126,0.00,82944,27648,0,27648,6223,1148,19668,0,0,0,0,0
2127,0.00,87552,29184,0,29184,7274,41112,20730,0,0,0,0,0
2128,0.00,82944,27648,0,27648,8865,0,19668,0,0,0,0,0
2129,0.00,87552,29184,0,29184,10172,59744,20730,0,0,0,0,0
2130,0.00,144,48,0,48,76,0,96,0,0,0,0,0
2131,1.73140E+12,89226,29742,0,29742,5589,0,21660,0,0,0,0,0
2132,3.00,144,48,0,48,20,0,96,0,0,0,0,0
2133,6.20,89226,29742,0,29742,3380,355,21618,0,0,0,0,0
2134,2.96,144,48,0,48,20,0,96,0,0,0,0,0
2135,6.36,89226,29742,0,29742,3285,0,21660,0,0,0,0,0
2136,3.20,144,48,0,48,60,0,96,0,0,0,0,0
2137,7.44,89226,29742,0,29742,5197,0,21618,0,0,0,0,0
2138,3.48,8424,2808,0,2808,507,0,3198,0,0,0,0,0
2139,4.60,39798,13266,0,13266,2045,0,9462,0,0,0,0,0
2140,3.52,8424,2808,0,2808,632,0,3198,0,0,0,0,0
2141,4.40,39798,13266,0,13266,2137,0,9462,0,0,0,0,0
2142,3.40,8424,2808,0,2808,650,0,3198,0,0,0,0,0
2143,4.36,39798,13266,0,13266,2371,0,9462,0,0,0,0,0
2144,3.24,7200,2400,0,2400,573,0,2700,0,0,0,0,0
2145,4.44,39798,13266,0,13266,2608,0,9462,0,0,0,0,0
2146,3.64,7200,2400,0,2400,602,0,2700,0,0,0,0,0
2147,5.12,39798,13266,0,13266,2619,0,9462,0,0,0,0,0
2148,3.64,7200,2400,0,2400,630,0,2700,0,0,0,0,0
2149,5.28,39798,13266,0,13266,2658,0,9462,0,0,0,0,0
2150,3.48,7200,2400,0,2400,586,0,2700,0,0,0,0,0
2151,4.56,39798,13266,0,13266,2614,0,9462,0,0,0,0,0
2152,11.48,165312,55104,0,55104,13193,0,39744,0,0,0,0,0
2153,5.36,27378,9126,0,9126,2488,0,6510,0,0,0,0,0
2154,5.12,24516,8172,0,8172,2478,0,5796,0,0,0,0,0
2155,3.92,27378,9126,0,9126,1755,0,6510,0,0,0,0,0
2156,3.92,24516,8172,0,8172,1670,0,5796,0,0,0,0,0
2157,1.84466E+17,504,168,0,168,400,0,300,0,0,0,0,0
2158,0.00,260712,86904,0,86904,43239,0,73980,0,0,0,0,0
2159,0.00,180,60,0,60,204,0,120,0,0,0,0,0
